,X,exp,wks,bluecol,ind,south,smsa,married,gender,union,edu,col,lwage
1752,1752,7,49,0,0,1,1,1,0,0,16,0,6.21461
1753,1753,8,49,0,0,1,0,1,0,0,16,0,6.44572
1754,1754,9,50,0,0,1,0,1,0,0,16,0,6.39693
1755,1755,10,49,0,0,1,0,0,0,0,16,0,6.65673
1756,1756,11,50,0,0,1,0,0,0,0,16,0,6.62007
1757,1757,12,49,0,0,1,0,0,0,0,16,0,6.62007
1758,1758,25,49,0,0,0,1,1,0,0,17,1,6.90575
1759,1759,26,47,0,0,0,1,1,0,0,17,1,6.90575
1760,1760,27,49,0,0,0,1,1,0,0,17,1,7.54961
1761,1761,28,48,0,0,0,1,1,0,0,17,1,7.6009
1762,1762,29,49,0,0,0,1,1,0,0,17,1,7.67322
1763,1763,30,48,0,0,0,1,1,0,0,17,1,7.6009
1764,1764,31,47,0,0,0,1,1,0,0,17,1,7.69621
1765,1765,7,49,0,1,1,0,1,0,1,12,1,6.23832
1766,1766,8,32,0,1,1,0,1,0,1,12,1,6.49224
1767,1767,9,49,1,1,1,0,1,0,1,12,1,6.52209
1768,1768,10,49,1,1,1,0,1,0,1,12,1,6.58617
1769,1769,11,34,1,1,1,0,1,0,1,12,1,6.80239
1770,1770,12,49,1,0,1,0,1,0,1,12,1,6.85646
1771,1771,13,49,0,1,1,0,1,0,1,12,1,6.95655
1772,1772,33,48,1,1,0,0,1,0,0,12,0,6.22654
1773,1773,34,48,1,1,0,0,1,0,0,12,0,6.30992
1774,1774,35,47,1,1,0,0,1,0,0,12,0,6.39693
1775,1775,36,48,1,1,0,0,1,0,0,12,0,6.52942
1776,1776,37,48,1,1,0,0,1,0,0,12,0,6.61204
1777,1777,38,48,1,1,0,0,1,0,0,12,0,6.70441
1778,1778,39,24,1,1,0,0,1,0,0,12,0,6.72623
1779,1779,3,48,1,1,0,0,0,1,0,12,0,6.05209
1780,1780,4,11,1,1,0,0,0,1,1,12,0,6.01616
1781,1781,5,37,1,1,0,0,0,1,1,12,0,6.27852
1782,1782,6,50,1,1,0,0,0,1,1,12,0,6.36819
1783,1783,7,40,1,1,0,0,0,1,1,12,0,6.45834
1784,1784,8,47,1,1,0,0,0,1,1,12,0,6.56244
1785,1785,9,50,1,1,0,0,0,1,1,12,0,6.63068
1786,1786,5,16,0,0,1,1,1,0,0,16,0,6.23048
1787,1787,6,39,0,0,1,1,1,0,1,16,0,6.35437
1788,1788,7,50,0,0,1,1,1,0,1,16,0,6.49979
1789,1789,8,50,0,0,1,1,1,0,1,16,0,6.68461
1790,1790,9,50,0,0,1,1,1,0,1,16,0,6.98008
1791,1791,10,49,0,0,1,1,1,0,1,16,0,7.00307
1792,1792,11,48,0,0,1,1,1,0,1,16,0,7.09008
1793,1793,32,47,1,1,0,0,1,0,1,12,0,6.64379
1794,1794,33,47,1,1,0,0,1,0,1,12,0,6.74406
1795,1795,34,47,1,1,0,0,1,0,1,12,0,6.79906
1796,1796,35,47,1,1,0,0,1,0,1,12,0,6.89366
1797,1797,36,47,1,1,0,0,1,0,1,12,0,7.02731
1798,1798,37,47,1,1,0,0,1,0,1,12,0,7.06476
1799,1799,38,47,1,1,0,0,1,0,1,12,0,7.20042
1800,1800,25,42,0,0,1,0,0,0,0,17,0,6.51175
1801,1801,26,45,0,0,1,0,0,0,0,17,0,6.49527
1802,1802,27,47,0,0,1,0,0,0,0,17,0,6.63726
1803,1803,28,46,0,0,1,0,0,0,0,17,0,6.63857
1804,1804,29,44,0,0,1,0,0,0,0,17,0,6.69456
1805,1805,30,51,0,0,1,0,0,0,0,17,0,6.69827
1806,1806,31,45,0,0,1,0,0,0,0,17,0,6.99393
1807,1807,10,49,1,1,1,0,1,0,0,10,0,5.85793
1808,1808,11,51,1,1,1,0,1,0,0,10,0,5.85793
1809,1809,12,28,1,0,1,0,1,0,0,10,0,6.21461
1810,1810,13,50,1,1,1,0,1,0,0,10,0,6.18415
1811,1811,14,51,1,1,1,0,1,0,0,10,0,6.23441
1812,1812,15,50,1,1,1,0,1,0,0,10,0,6.18415
1813,1813,16,52,1,1,1,0,1,0,0,10,0,6.16752
1814,1814,10,49,1,0,0,1,1,0,0,12,0,6.55108
1815,1815,11,50,1,0,0,1,1,0,0,12,0,6.63332
1816,1816,12,49,0,0,0,1,1,0,0,12,0,6.74524
1817,1817,13,49,0,0,0,1,1,0,0,12,0,6.95655
1818,1818,14,48,0,0,0,1,1,0,0,12,0,7.02554
1819,1819,15,48,0,0,0,1,1,0,0,12,0,7.1507
1820,1820,16,49,0,0,0,1,1,0,0,12,0,7.31322
1821,1821,16,37,1,0,1,1,1,0,1,10,0,6.31716
1822,1822,17,50,1,0,1,1,1,0,1,10,0,6.3613
1823,1823,18,49,1,0,1,1,1,0,1,10,0,6.42972
1824,1824,19,37,1,0,1,1,1,0,1,10,0,6.73102
1825,1825,20,47,1,0,1,1,1,0,1,10,0,6.81014
1826,1826,21,45,1,0,1,1,1,0,1,10,0,6.95177
1827,1827,22,49,1,0,1,1,1,0,1,10,0,6.9256
1828,1828,12,49,0,0,0,1,1,0,0,16,0,6.83841
1829,1829,13,49,0,0,0,1,1,0,0,16,0,6.85224
1830,1830,14,48,0,0,0,1,1,0,0,16,0,6.91175
1831,1831,15,49,0,0,0,1,1,0,0,16,0,6.91175
1832,1832,16,49,0,0,0,1,1,0,0,16,0,7.31122
1833,1833,17,50,0,0,0,1,1,0,0,16,0,7.18917
1834,1834,18,49,0,0,0,1,1,0,0,16,0,7.37776
1835,1835,10,37,0,1,0,1,0,1,0,12,1,6.10925
1836,1836,11,33,0,1,0,1,0,1,0,12,1,6.20456
1837,1837,12,43,0,1,0,1,0,1,0,12,1,6.37161
1838,1838,13,46,0,1,0,1,0,1,0,12,1,6.39693
1839,1839,14,48,0,1,0,1,0,1,0,12,1,6.55108
1840,1840,15,49,0,1,0,1,0,1,0,12,1,6.60259
1841,1841,16,48,1,1,0,1,0,1,0,12,1,6.62007
1842,1842,3,48,0,0,0,1,0,1,0,16,0,6.30992
1843,1843,4,35,0,0,0,1,0,1,0,16,0,6.29157
1844,1844,5,40,0,0,0,1,0,1,0,16,0,6.30992
1845,1845,6,36,0,0,0,1,0,1,0,16,0,6.65286
1846,1846,7,28,0,0,0,1,0,1,0,16,0,6.62007
1847,1847,8,51,0,0,0,1,0,1,0,16,0,6.57228
1848,1848,9,50,0,0,0,1,0,1,0,16,0,7.04752
1849,1849,15,49,1,1,1,1,1,0,1,12,0,6.67834
1850,1850,16,45,1,1,1,1,1,0,1,12,0,6.75227
1851,1851,17,48,1,1,1,1,1,0,1,12,0,6.84162
1852,1852,18,49,1,1,1,1,1,0,1,12,0,6.95655
1853,1853,19,47,1,1,1,1,1,0,1,12,0,7.00307
1854,1854,20,48,1,1,1,1,1,0,1,12,0,7.15462
1855,1855,21,47,1,0,1,1,1,0,1,12,0,7.21524
1856,1856,21,44,0,0,0,1,1,0,1,17,0,6.90575
1857,1857,22,41,0,0,0,1,1,0,1,17,0,6.90575
1858,1858,23,43,0,0,0,1,1,0,1,17,0,7.02997
1859,1859,24,41,0,0,0,1,1,0,1,17,0,7.09008
1860,1860,25,44,0,0,0,1,1,0,1,17,0,7.20786
1861,1861,26,43,0,0,0,1,1,0,1,17,0,7.26193
1862,1862,27,42,0,0,0,1,1,0,1,17,0,7.27932
1863,1863,14,49,1,0,1,1,1,0,1,12,0,6.55962
1864,1864,15,49,1,0,1,1,1,0,1,12,0,6.60123
1865,1865,16,49,1,0,1,1,1,0,1,12,0,6.73221
1866,1866,17,48,1,0,1,1,1,0,1,12,0,6.79122
1867,1867,18,48,1,0,1,1,1,0,1,12,0,6.90776
1868,1868,19,47,1,0,1,1,1,0,1,12,0,7.00307
1869,1869,20,46,1,0,1,1,1,0,1,12,0,7.09008
1870,1870,8,51,1,0,0,0,1,0,0,14,0,5.89715
1871,1871,9,51,1,0,0,0,1,0,0,14,0,6.07993
1872,1872,10,51,1,0,0,0,1,0,0,14,0,5.98141
1873,1873,11,50,1,0,0,0,1,0,0,14,0,6.33328
1874,1874,12,51,0,0,0,0,1,0,0,14,0,6.27476
1875,1875,13,52,0,0,0,0,1,0,0,14,0,6.20456
1876,1876,14,51,0,0,0,0,1,0,0,14,0,6.58617
1877,1877,21,50,1,1,0,1,1,0,1,9,0,6.44572
1878,1878,22,50,1,1,0,1,1,0,1,9,0,6.74524
1879,1879,23,52,1,1,0,1,0,0,1,9,0,6.81892
1880,1880,24,51,1,1,0,0,0,0,1,9,0,6.85646
1881,1881,25,51,1,1,0,0,0,0,1,9,0,7.00307
1882,1882,26,49,1,1,0,0,0,0,1,9,0,7.09008
1883,1883,27,50,1,1,0,0,0,0,1,9,0,7.20786
1884,1884,21,51,0,0,1,1,1,0,0,16,0,6.90575
1885,1885,22,49,0,0,1,1,1,0,0,16,0,6.90575
1886,1886,23,47,0,0,1,1,1,0,0,16,0,7.91936
1887,1887,24,47,0,0,1,1,1,0,0,16,0,8.13153
1888,1888,25,47,0,0,1,1,1,0,0,16,0,8.0229
1889,1889,26,47,0,0,1,1,1,0,0,16,0,7.92516
1890,1890,27,47,0,0,1,1,1,0,0,16,0,7.84502
1891,1891,7,50,0,0,1,1,1,0,0,16,0,6.4892
1892,1892,8,50,0,0,1,1,1,0,0,16,0,6.5582
1893,1893,9,50,0,0,1,1,1,0,0,16,0,6.57786
1894,1894,10,50,0,0,1,1,1,0,0,16,0,6.68461
1895,1895,11,50,0,0,1,1,1,0,0,16,0,6.39693
1896,1896,12,50,0,0,1,1,1,0,0,16,0,7.09008
1897,1897,13,50,0,0,1,1,1,0,0,16,0,6.86693
1898,1898,6,49,0,0,0,0,1,0,0,16,0,6.35437
1899,1899,7,49,0,0,0,0,1,0,0,16,0,6.44572
1900,1900,8,51,0,0,0,0,1,0,0,16,0,6.80239
1901,1901,9,49,0,0,0,0,1,0,0,16,0,6.80239
1902,1902,10,49,0,0,0,0,1,0,0,16,0,6.90776
1903,1903,11,50,0,0,0,0,1,0,0,16,0,6.96602
1904,1904,12,50,0,0,0,0,1,0,0,16,0,7.09008
1905,1905,24,50,1,1,0,1,1,0,1,12,1,6.31173
1906,1906,25,40,1,1,0,1,1,0,1,12,1,6.54535
1907,1907,26,50,1,1,0,1,1,0,1,12,1,6.56386
1908,1908,27,47,1,1,0,1,1,0,1,12,1,6.632
1909,1909,28,48,1,1,0,1,1,0,1,12,1,6.80239
1910,1910,29,48,0,1,0,1,1,0,1,12,1,6.84162
1911,1911,30,46,1,1,0,1,1,0,1,12,1,6.8977
1912,1912,14,49,0,0,0,1,1,0,0,17,0,6.64249
1913,1913,15,48,0,0,0,1,1,0,0,17,0,6.75344
1914,1914,16,49,0,0,0,1,1,0,0,17,0,6.81783
1915,1915,17,48,0,0,0,1,1,0,0,17,0,6.91473
1916,1916,18,49,0,0,0,1,1,0,0,17,0,6.95655
1917,1917,19,48,0,0,0,1,1,0,0,17,0,7.01571
1918,1918,20,48,0,0,0,1,1,0,0,17,0,7.09423
1919,1919,1,30,0,0,0,1,1,0,0,17,0,6.21461
1920,1920,2,50,0,0,0,1,1,0,0,17,0,6.17379
1921,1921,3,50,0,0,0,1,1,0,0,17,0,6.35437
1922,1922,4,50,0,0,0,1,1,0,0,17,0,6.55108
1923,1923,5,50,0,0,0,1,1,0,0,17,0,6.45362
1924,1924,6,50,0,0,0,1,1,0,0,17,0,6.21461
1925,1925,7,49,0,0,0,1,1,0,0,17,0,7.82405
1926,1926,4,51,1,1,0,1,1,0,1,12,0,6.55251
1927,1927,5,52,1,1,0,1,1,0,1,12,0,6.62007
1928,1928,6,51,1,1,0,1,1,0,1,12,0,6.68461
1929,1929,7,43,1,1,0,1,1,0,1,12,0,6.72383
1930,1930,8,50,1,1,0,1,1,0,1,12,0,6.82437
1931,1931,9,48,1,1,0,1,1,0,1,12,0,6.95655
1932,1932,10,49,1,1,0,1,1,0,1,12,0,7.00307
1933,1933,33,47,0,0,1,0,1,0,0,8,0,6.42162
1934,1934,34,48,1,0,1,0,1,0,0,8,0,6.4892
1935,1935,35,46,1,0,1,0,1,0,0,8,0,6.72022
1936,1936,36,47,1,0,1,0,1,0,0,8,0,6.76964
1937,1937,37,47,1,0,1,0,1,0,0,8,0,6.80239
1938,1938,38,47,1,0,1,0,1,0,0,8,0,6.8773
1939,1939,39,47,1,0,1,0,1,0,0,8,0,6.99577
1940,1940,7,51,0,0,1,1,1,0,0,15,0,6.90575
1941,1941,8,49,0,1,1,1,1,0,0,15,0,6.90575
1942,1942,9,49,0,0,0,0,1,0,0,15,0,7.17012
1943,1943,10,49,0,0,0,0,1,0,0,15,0,7.28276
1944,1944,11,48,0,0,0,0,1,0,0,15,0,7.36201
1945,1945,12,50,0,0,0,0,1,0,0,15,0,7.33498
1946,1946,13,48,0,1,0,0,1,0,0,15,0,7.47534
1947,1947,15,50,1,0,0,1,1,0,1,12,0,6.57368
1948,1948,16,48,1,0,0,1,1,0,1,12,0,6.6796
1949,1949,17,49,1,0,0,1,1,0,1,12,0,6.85857
1950,1950,18,49,1,0,0,1,1,0,1,12,0,6.84268
1951,1951,19,49,1,0,0,1,1,0,1,12,0,6.96791
1952,1952,20,49,1,0,0,1,1,0,1,12,0,7.1309
1953,1953,21,49,1,0,0,1,1,0,1,12,0,7.18992
1954,1954,29,52,0,0,0,1,1,0,1,13,0,6.05209
1955,1955,30,46,0,0,0,1,1,0,1,13,0,6.05209
1956,1956,31,51,1,0,0,1,1,0,1,13,0,6.10925
1957,1957,32,49,1,0,0,1,1,0,1,13,0,6.21461
1958,1958,33,48,1,0,0,1,1,0,1,13,0,6.2634
1959,1959,34,47,0,0,0,1,1,0,1,13,0,6.2634
1960,1960,35,50,0,0,0,1,1,0,1,13,0,6.30992
1961,1961,5,36,1,1,0,1,1,0,1,12,0,6.53088
1962,1962,6,50,1,1,0,1,1,0,1,12,0,6.55962
1963,1963,7,49,1,1,0,1,1,0,1,12,0,6.58064
1964,1964,8,50,1,1,0,1,1,0,1,12,0,6.72383
1965,1965,9,50,1,1,0,1,1,0,1,12,0,6.87626
1966,1966,10,50,1,1,0,1,1,0,1,12,0,6.97541
1967,1967,11,49,1,1,0,1,1,0,1,12,0,7.00307
1968,1968,18,48,0,1,0,1,1,0,0,17,0,6.74524
1969,1969,19,48,0,1,0,1,1,0,0,17,0,6.74524
1970,1970,20,49,0,1,0,1,1,0,0,17,0,6.81344
1971,1971,21,49,0,1,0,1,1,0,0,17,0,6.85118
1972,1972,22,48,0,1,0,1,1,0,0,17,0,7.02554
1973,1973,23,45,0,1,0,1,1,0,0,17,0,7.09008
1974,1974,24,48,0,1,0,1,1,0,0,17,0,7.27932
1975,1975,44,50,1,0,0,1,1,0,1,9,0,6.90575
1976,1976,45,51,0,0,0,1,1,0,1,9,0,6.21461
1977,1977,46,50,0,0,0,1,1,0,1,9,0,7.1309
1978,1978,47,50,0,0,0,1,1,0,1,9,0,6.90776
1979,1979,48,50,0,0,0,1,1,0,1,9,0,7.31322
1980,1980,49,49,0,0,0,1,1,0,1,9,0,7.46737
1981,1981,50,49,0,0,0,1,1,0,1,9,0,7.31322
1982,1982,29,49,0,0,0,1,1,0,1,12,0,6.44413
1983,1983,30,46,0,0,0,1,1,0,1,12,0,6.45362
1984,1984,31,49,0,0,0,1,1,0,1,12,0,6.52062
1985,1985,32,48,0,0,0,1,1,0,1,12,0,6.72743
1986,1986,33,49,0,0,0,1,1,0,1,12,0,6.59167
1987,1987,34,49,0,0,0,1,1,0,1,12,0,6.73815
1988,1988,35,48,0,0,0,1,1,0,1,12,0,6.77422
1989,1989,5,49,0,0,0,1,1,0,0,12,0,6.48311
1990,1990,6,47,1,0,0,1,1,0,0,12,0,6.53233
1991,1991,7,49,0,0,0,1,1,0,0,12,0,6.75227
1992,1992,8,49,0,0,0,1,1,0,0,12,0,6.80017
1993,1993,9,48,0,0,0,1,1,0,0,12,0,6.75926
1994,1994,10,48,1,0,0,1,1,0,0,12,0,6.96885
1995,1995,11,48,0,0,0,1,1,0,0,12,0,6.90975
1996,1996,11,47,1,1,0,0,1,0,1,10,0,5.99146
1997,1997,12,48,1,1,0,0,1,0,1,10,0,6.38012
1998,1998,13,48,1,1,0,0,1,0,1,10,0,6.56526
1999,1999,14,49,1,1,0,0,1,0,1,10,0,6.7334
2000,2000,15,48,1,1,0,0,1,0,0,10,0,6.74524
2001,2001,16,48,1,1,0,0,1,0,1,10,0,6.84588
2002,2002,17,46,1,1,0,0,1,0,1,10,0,6.74524
2003,2003,15,41,1,1,1,0,1,0,1,10,0,6.50429
2004,2004,16,42,1,1,1,0,1,0,1,10,0,6.47389
2005,2005,17,47,1,1,1,0,1,0,1,10,0,6.56386
2006,2006,18,47,1,1,1,0,1,0,1,10,0,6.7511
2007,2007,19,48,1,1,1,0,1,0,1,10,0,6.88755
2008,2008,20,38,1,1,1,0,1,0,1,10,0,6.99485
2009,2009,21,40,1,1,1,0,1,0,1,10,0,7.08423
2010,2010,13,49,1,0,1,1,1,0,0,12,0,6.86485
2011,2011,14,49,1,0,1,1,1,0,0,12,0,6.90575
2012,2012,15,49,1,0,1,1,1,0,0,12,0,7.02554
2013,2013,16,49,1,0,1,1,1,0,0,12,0,7.1507
2014,2014,17,49,1,0,1,1,1,0,0,12,0,7.24423
2015,2015,18,47,0,0,1,0,1,0,0,12,0,6.9594
2016,2016,19,46,1,0,1,0,1,0,0,12,0,7.44132
2017,2017,28,50,0,0,0,1,1,0,0,16,0,6.90575
2018,2018,29,50,0,0,0,1,1,0,0,16,0,6.90575
2019,2019,30,49,0,0,0,1,1,0,0,16,0,7.46737
2020,2020,31,49,0,0,0,1,1,0,0,16,0,7.69621
2021,2021,32,49,0,0,0,1,1,0,0,16,0,7.6009
2022,2022,33,49,0,0,0,1,1,0,0,16,0,7.91936
2023,2023,34,48,0,0,0,1,1,0,0,16,0,7.91936
2024,2024,4,50,0,0,1,1,1,0,0,13,0,6.28786
2025,2025,5,49,0,0,1,1,1,0,0,13,0,6.20456
2026,2026,6,51,0,0,1,1,1,0,0,13,0,6.24417
2027,2027,7,50,0,0,1,1,1,0,0,13,0,6.32794
2028,2028,8,50,0,0,1,1,1,0,0,13,0,6.53669
2029,2029,9,49,0,0,1,1,1,0,0,13,0,6.55108
2030,2030,10,49,0,0,1,1,1,0,0,13,0,6.62007
2031,2031,36,49,1,1,0,0,1,0,0,12,0,6.80239
2032,2032,37,46,1,1,0,0,1,0,0,12,0,6.82979
2033,2033,38,50,1,1,0,0,1,0,0,12,0,6.98472
2034,2034,39,49,1,1,0,0,1,0,0,12,0,7.00307
2035,2035,40,48,1,1,0,0,1,0,0,12,0,6.70808
2036,2036,41,47,1,1,0,0,1,0,0,12,0,6.9613
2037,2037,42,47,1,1,0,0,1,0,0,12,0,6.96035
2038,2038,27,48,0,1,0,0,1,0,0,12,0,6.61607
2039,2039,28,48,0,1,0,0,1,0,0,12,0,6.57647
2040,2040,29,47,0,1,0,0,1,0,0,12,0,6.68461
2041,2041,30,47,0,1,0,0,1,0,0,12,0,6.74288
2042,2042,31,48,0,1,0,0,1,0,0,12,0,7.03615
2043,2043,32,47,0,1,0,0,1,0,0,12,0,7.02465
2044,2044,33,48,0,1,0,0,1,0,0,12,0,7.22621
2045,2045,10,30,1,1,0,0,1,0,1,12,0,6.06611
2046,2046,11,50,1,1,0,0,1,0,1,12,0,6.18826
2047,2047,12,50,1,1,0,0,1,0,1,12,0,6.31173
2048,2048,13,50,1,1,0,0,1,0,1,12,0,6.55678
2049,2049,14,50,1,1,0,0,1,0,1,12,0,6.55393
2050,2050,15,50,1,1,0,0,1,0,1,12,0,6.75227
2051,2051,16,50,1,1,0,0,1,0,1,12,0,6.92166
2052,2052,16,49,1,1,0,0,1,0,1,12,0,6.19644
2053,2053,17,48,1,1,0,0,1,0,1,12,0,6.2653
2054,2054,18,41,1,1,0,0,1,0,1,12,0,6.36475
2055,2055,19,49,1,1,0,0,1,0,1,12,0,6.43935
2056,2056,20,47,1,1,0,0,1,0,1,12,0,6.54391
2057,2057,21,48,1,1,0,0,1,0,1,12,0,6.61473
2058,2058,22,47,1,1,0,0,1,0,1,12,0,6.71659
2059,2059,22,48,0,0,0,1,0,1,1,12,0,6.33328
2060,2060,23,48,0,0,0,1,0,1,1,12,0,6.61473
2061,2061,24,48,0,0,0,1,0,1,1,12,0,6.73459
2062,2062,25,46,0,0,0,1,0,1,1,12,0,6.77422
2063,2063,26,47,0,0,0,1,0,1,1,12,0,6.86485
2064,2064,27,47,0,0,0,1,0,1,1,12,0,6.97073
2065,2065,28,47,0,0,0,1,0,1,1,12,0,7.04752
2066,2066,30,50,1,1,0,0,1,0,1,8,0,6.44572
2067,2067,31,47,1,1,0,0,1,0,0,8,0,6.33328
2068,2068,32,48,1,1,0,1,1,0,0,8,0,6.39693
2069,2069,33,48,1,1,0,1,1,0,1,8,0,6.48158
2070,2070,34,39,1,1,0,1,1,0,1,8,0,6.59167
2071,2071,35,50,1,1,0,1,1,0,1,8,0,6.59304
2072,2072,36,50,1,1,0,1,0,0,1,8,0,6.77878
2073,2073,12,49,1,0,1,0,1,0,0,12,0,6.42972
2074,2074,13,48,1,0,1,0,1,0,0,12,0,6.43133
2075,2075,14,34,1,0,1,0,1,0,1,12,0,6.59441
2076,2076,15,47,1,0,1,0,1,0,1,12,0,6.71174
2077,2077,16,48,1,0,1,0,1,0,1,12,0,6.74524
2078,2078,17,47,1,0,1,0,1,0,1,12,0,6.8773
2079,2079,18,48,1,0,1,0,1,0,1,12,0,6.80239
2080,2080,11,50,1,1,1,1,1,0,0,12,1,6.49224
2081,2081,12,50,1,1,1,1,1,0,0,12,1,6.21461
2082,2082,13,50,1,1,1,1,1,0,0,12,1,6.72743
2083,2083,14,49,1,1,1,1,1,0,0,12,1,6.66568
2084,2084,15,48,0,1,1,1,0,0,0,12,1,6.30992
2085,2085,16,50,0,1,1,1,0,0,0,12,1,6.21461
2086,2086,17,50,0,1,1,1,0,0,0,12,1,6.21461
2087,2087,35,49,0,0,0,1,0,1,0,16,0,6.30992
2088,2088,36,50,0,0,0,1,0,1,0,16,0,6.30992
2089,2089,37,49,0,0,0,1,0,1,0,16,0,6.30992
2090,2090,38,50,0,0,0,1,0,1,0,16,0,6.30992
2091,2091,39,50,0,0,0,1,0,1,0,16,0,6.55108
2092,2092,40,50,0,0,0,1,0,1,0,16,0,6.62007
2093,2093,41,50,0,0,0,1,0,1,0,16,0,6.74524
2094,2094,33,51,1,0,0,0,1,0,0,12,0,6.14633
2095,2095,34,51,1,0,0,0,1,0,0,12,0,6.25383
2096,2096,35,51,1,0,0,0,1,0,0,12,0,6.30992
2097,2097,36,47,1,0,0,0,1,0,0,12,0,6.35089
2098,2098,37,49,1,0,0,0,1,0,0,12,0,6.46147
2099,2099,38,47,0,0,0,0,1,0,0,12,0,6.50279
2100,2100,39,47,1,0,0,0,1,0,0,12,0,6.59715
2101,2101,9,49,0,1,0,1,1,0,0,14,0,6.53669
2102,2102,10,49,0,1,0,1,1,0,0,14,0,6.55108
2103,2103,11,49,0,1,0,1,1,0,0,14,0,6.65929
2104,2104,12,48,0,1,0,1,1,0,0,14,0,6.82979
2105,2105,13,46,0,1,0,1,1,0,0,14,0,6.85646
2106,2106,14,46,0,1,0,1,1,0,0,14,0,6.95655
2107,2107,15,48,0,1,0,1,1,0,0,14,0,7.1309
2108,2108,11,36,0,0,0,1,1,0,1,17,0,6.22456
2109,2109,12,36,0,0,0,1,1,0,1,17,0,6.30992
2110,2110,13,37,0,0,0,1,1,0,1,17,0,6.47697
2111,2111,14,38,0,0,0,1,1,0,1,17,0,6.67834
2112,2112,15,35,0,0,0,1,1,0,1,17,0,6.77992
2113,2113,16,35,0,0,0,1,1,0,1,17,0,6.80461
2114,2114,17,36,0,0,0,1,1,0,1,17,0,6.85646
2115,2115,2,50,1,1,1,1,1,0,0,13,0,5.75257
2116,2116,3,50,1,1,1,1,1,0,0,13,0,5.85793
2117,2117,4,49,1,1,1,1,1,0,0,13,0,6.07535
2118,2118,5,49,1,1,1,1,1,0,0,13,0,8.51719
2119,2119,6,51,1,1,1,1,1,0,0,13,0,6.51471
2120,2120,7,49,1,1,1,1,1,0,0,13,0,6.58617
2121,2121,8,48,1,1,1,1,1,0,0,13,0,6.70319
2122,2122,11,50,1,0,1,1,1,0,1,9,0,6.16331
2123,2123,12,51,1,0,1,1,1,0,1,9,0,6.2634
2124,2124,13,51,1,0,1,1,1,0,1,9,0,6.35437
2125,2125,14,51,1,0,1,1,1,0,1,9,0,6.43775
2126,2126,15,51,1,0,1,1,1,0,1,9,0,6.47697
2127,2127,16,51,1,0,1,1,1,0,1,9,0,6.55108
2128,2128,17,51,1,0,1,1,1,0,0,9,0,6.40853
2129,2129,18,50,0,0,0,1,1,0,0,16,0,6.90575
2130,2130,19,49,0,0,0,1,1,0,0,16,0,6.90575
2131,2131,20,49,0,0,0,1,1,0,0,16,0,7.25134
2132,2132,21,49,0,0,0,1,1,0,0,16,0,7.25134
2133,2133,22,50,0,0,0,1,1,0,0,16,0,6.90776
2134,2134,23,47,0,0,0,1,1,0,0,16,0,7.23634
2135,2135,24,48,0,0,0,1,1,0,0,16,0,7.2724
2136,2136,18,50,1,0,0,0,1,0,0,12,0,6.49527
2137,2137,19,50,1,0,0,0,1,0,0,12,0,6.60394
2138,2138,20,50,0,0,0,0,1,0,0,12,0,6.70073
2139,2139,21,49,1,0,0,0,1,0,0,12,0,6.58617
2140,2140,22,49,1,0,0,0,1,0,0,12,0,6.41836
2141,2141,23,49,1,0,0,0,1,0,0,12,0,6.21461
2142,2142,24,49,1,0,0,0,1,0,0,12,0,6.62007
2143,2143,3,47,1,1,0,0,1,0,1,8,0,6.45047
2144,2144,4,52,1,1,0,0,1,0,1,8,0,6.67203
2145,2145,5,50,1,1,0,0,1,0,1,8,0,6.56386
2146,2146,6,47,1,1,0,0,1,0,1,8,0,6.60665
2147,2147,7,49,1,1,0,0,1,0,1,8,0,6.83518
2148,2148,8,47,1,1,0,0,1,0,1,8,0,6.86171
2149,2149,9,51,1,1,0,0,1,0,1,8,0,7.06987
2150,2150,27,46,1,1,0,1,1,0,1,11,0,6.48158
2151,2151,28,48,1,1,0,1,1,0,1,11,0,6.55393
2152,2152,29,46,1,1,0,1,1,0,1,11,0,6.61874
2153,2153,30,46,1,1,0,1,1,0,1,11,0,6.75693
2154,2154,31,46,1,1,0,1,1,0,1,11,0,6.87626
2155,2155,32,40,1,1,0,1,1,0,1,11,0,6.99026
2156,2156,33,42,1,1,0,1,1,0,1,11,0,7.07496
2157,2157,18,48,1,1,0,0,1,0,1,9,0,6.00389
2158,2158,19,44,1,1,0,0,1,0,1,9,0,6.10925
2159,2159,20,41,1,1,0,0,1,0,0,9,0,6.23441
2160,2160,21,33,1,1,0,0,1,0,0,9,0,6.03548
2161,2161,22,51,1,1,0,0,1,0,0,9,0,6.11589
2162,2162,23,38,1,1,0,0,1,0,0,9,0,6.19441
2163,2163,24,51,1,1,0,0,1,0,0,9,0,6.27099
2164,2164,13,50,1,1,0,0,1,0,1,12,0,6.3315
2165,2165,14,49,1,1,0,0,1,0,1,12,0,6.39359
2166,2166,15,36,1,1,0,0,1,0,1,12,0,6.48464
2167,2167,16,49,1,1,0,0,1,0,1,12,0,6.56948
2168,2168,17,49,1,1,0,0,1,0,1,12,0,6.70319
2169,2169,18,49,1,1,0,0,1,0,1,12,0,6.7901
2170,2170,19,48,1,1,0,0,1,0,1,12,0,6.87626
2171,2171,5,50,1,0,1,0,1,0,0,12,0,6.41182
2172,2172,6,50,1,0,1,0,1,0,0,12,0,6.56526
2173,2173,7,33,1,0,1,0,1,0,1,12,0,6.59987
2174,2174,8,49,1,0,1,0,1,0,1,12,0,6.69084
